Description,Incursion Type,LAB,STID ,Zone,Northing,Easting,DH,Depth,Assay Type,COA,Sample Weight,Au,Pt,Pd,Rh,Ir,Os,Ru,Ag,Al,As,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Cl,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,Dy,Er,Eu,Gd,Ho,Lu,Nd,Pr,Sm,Tb,Tm,Yb
,HY20,UofN,157720,1,3906706,457558,92,10,LMB Flux,Nexus_COA_Set_4.xlsx,6.07,0.66,0.29,0,0,0,0,0.15,0.15,38151.75,32.08,,366.18,2.14,0,,,44.83,8.77,33.92,5.53,14.89,,,13.64,2.65,1.33,,0.07,,21.46,,9091.83,508.71,10.77,,0,21.83,600.22,,60.39,0,,2.43,15.04,7.45,,1906.85,0.37,0,10.84,2330.1,0,6.27,70.79,4.79,14.6,65.41,28.39,3.32,1.84,0.88,3.76,0.66,0.22,21.31,5.16,3.83,0.59,0.22,1.92
,HY20,UofN,157720,1,3906706,457558,92,10,LMB Flux,Nexus_COA_Set_4.xlsx,6.07,0.66,0.15,0,0,0,0.07,0.07,0.22,38291.85,36.65,,375.1,2.36,0,,,45.35,8.63,34.14,5.6,16.15,,,14.16,2.51,1.47,,0,,21.53,,9136.07,522.95,11.06,,0,21.46,491.02,,61.94,0,,2.14,16,10.32,,1940.03,0.44,0,11.28,2333.05,0,6.27,71.16,4.65,14.89,68.43,29.27,3.24,1.84,0.88,3.76,0.66,0.29,20.5,5.38,3.91,0.59,0.29,1.84
,HY20,UofN,157721,1,3906706,457558,92,15,LMB Flux,Nexus_COA_Set_4.xlsx,4.54,0.67,0.13,0,0.07,0,0,0.07,0.07,32412.9,35.03,,354.77,1.75,0,,,40.7,8.3,36.65,5.26,12.89,,,13.09,2.9,1.35,,0,,19.03,,10239.56,433.61,21.13,,0,21.26,587.17,,59.13,0,,1.82,12.01,18.29,,2298.33,0.34,0,8.64,2167.38,0,8.98,67.7,5.13,13.16,71.82,24.37,3.1,1.82,0.81,3.51,0.61,0.27,19.3,4.79,3.58,0.54,0.27,1.55
,HY20,UofN,157721,1,3906706,457558,92,15,LMB Flux,Nexus_COA_Set_4.xlsx,4.54,0.61,0.13,0,0,0,0.07,0.07,0.13,31589.42,32.74,,352.88,2.56,0.07,,,38.81,7.63,35.71,5.53,13.09,,,12.49,2.02,1.42,,0,,18.29,,9821.07,415.52,19.51,,0,21.26,570.63,,59.8,0,,1.82,11.68,11,,2251.76,0.34,0,9.92,2082.34,0,9.11,66.62,5.06,12.35,72.36,25.58,3.04,1.62,0.81,3.24,0.61,0.27,18.49,4.52,3.51,0.47,0.27,1.69
,HY20,UofN,157721,1,3906706,457558,92,15,LMB Flux,Nexus_COA_Set_4.xlsx,4.54,0.74,0.13,0,0,0,0,0.07,0.27,32905.64,34.83,,333.65,1.55,0,,,39.96,7.69,35.98,4.99,12.08,,,14.11,3.37,1.08,,0.07,,19.03,,10172.06,422.95,20.52,,0,21.53,425.17,,49.95,0,,1.42,12.01,8.37,,2164.01,0.34,0,10.39,2110.69,0,9.31,67.3,4.79,13.03,71.89,24.1,3.1,1.75,0.81,3.31,0.61,0.27,19.03,4.66,3.58,0.54,0.27,1.69
,HY20,UofN,157722,1,3906706,457558,92,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.16,6.5,1.18,6.64,0.79,0,0,0.89,0.39,27591.52,66.19,,270.4,0.26,0.33,,,35.31,6.5,24.31,3.94,12.81,,,10.28,2.1,0.95,,0.03,,17.18,,7985.12,351.46,43.85,,0,14.19,404.68,,45.36,0,,1.97,18.82,7.09,,2175.13,0.26,0,56.27,1714.29,0,10.05,55.68,4.2,12.12,52.85,19.74,3.51,2.43,1.68,3.74,1.61,1.38,16.75,4.89,3.97,1.48,1.38,2.5
,HY20,UofN,157722,1,3906706,457558,92,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.16,0.62,0.1,0.36,0.07,0,0.03,0.03,0.39,32456.17,59.03,,245.83,1.58,0.46,,,38.56,6.6,25.03,3.58,11.6,,,9.3,1.58,0.85,,0.03,,18.33,,9479.66,360.99,43.29,,0,15.5,433.25,,42.37,0,,2.56,11.5,7.23,,2097.61,0.23,0.07,7.92,1874.91,0,9.16,59.65,3.78,12.51,49.37,20.2,2.69,1.48,0.72,3.05,0.53,0.23,17.51,4.53,3.42,0.46,0.23,1.51
,HY20,UofN,157722,1,3906706,457558,92,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.16,0.53,0.07,0.16,0.07,0,0,0.03,0.49,32019.3,61.56,,243.53,0.99,0.33,,,36.26,6.24,25.69,3.51,11.6,,,9.13,2.36,0.92,,0.03,,17.31,,9427.1,359.68,42.6,,0,14.72,497.63,,42.8,0,,1.97,12.28,6.6,,2094.66,0.26,0.39,8.84,1801.99,0,8.77,58.24,3.71,12.25,48.84,21.12,2.53,1.45,0.69,2.89,0.49,0.2,16.55,4.24,3.05,0.43,0.2,1.38
,HY20,UofN,157863,1,3906724,457936,93,5,LMB Flux,Nexus_COA_Set_4.xlsx,5.54,0,0.07,0,0.13,0,0,0,0,106656.05,20.03,,411.01,5.29,0,,,45.96,12.73,59.83,6.9,29.95,,,16.95,3.22,1.94,,0,,23.52,,27012.39,804.61,9.92,,0,28.2,974.78,,76.44,0,,1,7.03,19.43,,713.5,0.54,0.47,6.36,3858.24,0,2.08,104.04,3.42,11.59,92.25,26.6,2.61,1.41,0.74,3.28,0.47,0.2,19.36,5.16,3.55,0.47,0.2,1.27
,HY20,UofN,157863,1,3906724,457936,93,5,LMB Flux,Nexus_COA_Set_4.xlsx,5.54,0,0.33,0,0.13,0,0,0,0,101497.43,19.5,,394.87,3.42,0,,,46.63,13.13,58.02,6.63,29.61,,,16.55,3.08,1.88,,0,,24.05,,26040.96,775.13,10.25,,0,29.08,778.48,,74.57,0,,0.94,8.04,5.69,,694.74,0.6,0.6,7.57,3732.29,0,2.14,99.02,3.55,11.66,88.3,27.94,2.61,1.47,0.74,3.28,0.54,0.2,19.43,5.23,3.55,0.47,0.2,1.27
,HY20,UofN,157863,1,3906724,457936,93,5,LMB Flux,Nexus_COA_Set_4.xlsx,5.54,0,0.07,0,0.2,0,0,0,0,107928.95,20.23,,405.86,6.57,0,,,46.56,13.47,62.84,6.97,29.48,,,17.08,3.28,2.14,,0,,23.92,,27367.46,834.09,10.65,,0,30.82,1162.36,,74.16,0,,0.94,8.11,10.92,,738.95,0.6,0.8,7.84,4017.69,0,2.08,107.13,3.55,11.72,92.45,30.75,2.55,1.47,0.74,3.22,0.47,0.2,19.29,5.23,3.55,0.47,0.2,1.34
,HY20,UofN,157864,1,3906724,457936,93,10,LMB Flux,Nexus_COA_Set_4.xlsx,4.7,0,0.18,0,0.12,0,0,0,0,80436.75,38.53,,382.63,4.14,0,,,34.38,10.27,45.41,4.55,21.36,,,13.19,2.51,2.16,,0,,18.56,,25199.23,622.83,8.35,,0,22.41,733.74,,64.68,0,,0.7,4.96,17.69,,1921.61,0.53,0.18,5.08,3365.74,0,4.2,113.24,5.25,8.93,172.84,24.92,1.93,1.11,0.58,2.63,0.41,0.12,14.83,3.85,2.63,0.35,0.12,0.99
,HY20,UofN,157864,1,3906724,457936,93,10,LMB Flux,Nexus_COA_Set_4.xlsx,4.7,0,0,0,0.18,0,0,0,0,78919.07,37.53,,365.76,3.79,0,,,35.02,9.63,45.18,4.2,19.67,,,13.25,2.33,1.63,,0,,18.74,,24475.42,621.08,8.35,,0,21.89,657.27,,62.22,0,,0.93,5.14,9.05,,1908.18,0.53,0.35,5.84,3296.86,0,4.44,115.46,4.79,9.16,170.45,25.74,1.93,1.11,0.58,2.51,0.41,0.12,14.88,3.97,2.69,0.35,0.18,1.05
,HY20,UofN,157864,1,3906724,457936,93,10,LMB Flux,Nexus_COA_Set_4.xlsx,4.7,0,0.29,0,0.06,0,0,0,0,81487.44,36.83,,345.5,5.25,0,,,34.09,10.27,45.82,4.49,21.07,,,13.02,2.63,1.87,,0,,18.21,,25228.42,627.5,8.7,,0,23.82,831.8,,61.99,0,,0.88,5.66,5.9,,1919.86,0.47,1.11,6.07,3426.44,0,4.32,117.85,4.79,8.81,173.89,27.32,1.98,1.17,0.58,2.45,0.41,0.18,14.59,3.79,2.69,0.35,0.18,0.99
,HY20,UofN,157865,1,3906724,457936,93,15,LMB Flux,Nexus_COA_Set_4.xlsx,3.48,0,0.14,0,0,0,0,0,0,73570.47,40.7,,365.52,0.71,0,,,30.75,8.89,48.88,4.66,21.8,,,11.92,2.54,1.76,,0,,16.15,,27460.2,526.7,35.83,,0,24.97,681.04,,59.32,0,,0.49,4.02,17.28,,2281.18,0.42,1.2,4.3,3064.14,0,4.16,94.87,5.36,7.76,60.52,23.84,1.76,0.99,0.49,2.19,0.35,0.14,13.33,3.32,2.4,0.28,0.14,0.92
,HY20,UofN,157865,1,3906724,457936,93,15,LMB Flux,Nexus_COA_Set_4.xlsx,3.48,0,0,0,0,0,0,0,0,71665.96,43.59,,376.67,5.22,0,,,29.98,9.66,48.53,4.51,19.82,,,12.91,2.54,1.62,,0,,15.8,,26846.52,505.47,35.62,,0,23.56,675.82,,60.52,0,,0.71,4.44,5.01,,2214.17,0.42,0.56,4.73,3007.71,0,4.02,92.12,4.87,7.83,56.5,24.83,1.76,0.99,0.56,2.19,0.35,0.14,12.7,3.39,2.33,0.28,0.14,0.85
,HY20,UofN,157865,1,3906724,457936,93,15,LMB Flux,Nexus_COA_Set_4.xlsx,3.48,0,0,0,0.14,0,0,0,0,72794.56,42.11,,366.65,6.21,0,,,30.68,9.73,48.74,4.58,21.94,,,12.06,2.33,1.69,,0,,16.08,,27114.56,537.14,36.19,,0,27.02,604.51,,59.96,0,,0.92,4.44,18.48,,2312.21,0.42,0.71,5.01,3035.22,0,4.09,97.2,5.43,7.76,65.18,25.46,1.76,0.99,0.56,2.26,0.35,0.14,12.98,3.46,2.4,0.28,0.14,0.92
,HY20,UofN,157866,1,3906724,457936,93,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.98,0,0.13,0,0.13,0,0,0,0,66068.54,46.67,,296.96,2.48,0,,,26.58,8.39,41.08,4.2,20.67,,,10.75,2.1,2.16,,0,,13.74,,23489.62,502.86,55.39,,0,21.68,636.52,,50.36,0,,1.08,3.62,11.95,,2252.94,0.51,0.32,3.75,2708.87,0,4.39,82.35,5.66,6.55,58.25,23.78,1.53,0.89,0.45,1.84,0.32,0.13,11.38,2.99,2.1,0.25,0.13,0.76
,HY20,UofN,157866,1,3906724,457936,93,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.98,0,0,0,0,0,0,0,0,65305.47,45.02,,281.82,3.69,0,,,27.34,8.9,41.33,4.07,16.98,,,9.79,2.16,2.1,,0,,14.05,,23012.71,500.57,55.32,,0,22.7,710.28,,48.58,0,,0.95,4.32,5.47,,2208.43,0.45,1.08,4.45,2758.47,0,4.51,82.22,5.53,6.93,59.07,25.12,1.65,0.89,0.45,1.97,0.32,0.13,11.38,3.05,2.29,0.25,0.13,0.83
,HY20,UofN,157866,1,3906724,457936,93,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.98,0,0,0,0.19,0,0,0,0,66958.78,46.29,,269.87,1.78,0,,,26.71,8.71,42.03,3.82,18.38,,,10.43,2.23,2.16,,0,,13.93,,23184.4,495.74,54.56,,0,21.56,680.4,,48.45,0,,0.89,4.13,13.74,,2240.86,0.51,0.76,4.45,2813.79,0,4.45,82.35,4.9,6.87,65.5,25.88,1.59,0.89,0.45,1.84,0.32,0.13,11.32,3.05,2.16,0.25,0.13,0.83
,HY20,UofN,157664,1,3906704,458344,94,5,LMB Flux,Nexus_COA_Set_4.xlsx,2.92,0.62,0.06,0.25,0.06,0,0,0,0,117268.36,18.08,,420.47,2.11,0,,,54.67,11.95,54.73,5.63,26.25,,,15.73,3.03,1.55,,0,,28.54,,26580.42,811.1,10.15,,0,28.91,1313.85,,71.2,0,,0.68,7.49,22.72,,712.65,0.43,2.04,6.25,4318.62,0,2.72,96.46,1.24,13.93,97.08,28.42,3.1,1.73,0.93,3.96,0.62,0.25,23.09,6.13,4.4,0.56,0.25,1.61
,HY20,UofN,157664,1,3906704,458344,94,5,LMB Flux,Nexus_COA_Set_4.xlsx,2.92,0.62,0,0.43,0,0,0,0,0,112996.17,17.71,,402.76,8.42,0,,,55.6,11.58,52.88,5.08,26,,,15.54,2.91,1.3,,0,,28.91,,25806.47,796.24,9.23,,0,29.53,1220.98,,68.17,0,,0.87,8.73,17.46,,692.84,0.43,1.73,7.37,4075.29,0,2.72,94.11,1.42,14.49,98.57,30.28,3.22,1.73,0.93,3.96,0.62,0.25,23.53,6.25,4.58,0.56,0.25,1.49
,HY20,UofN,157664,1,3906704,458344,94,5,LMB Flux,Nexus_COA_Set_4.xlsx,2.92,0.62,0,0.31,0.25,0,0.25,0,0,115906.21,18.08,,398.18,1.49,0,,,57.46,11.52,52.81,5.14,25.63,,,15.54,2.85,1.42,,0,,30.09,,26586.61,775.18,9.29,,0,33.62,1094.05,,68.66,0,,0.87,9.54,27.18,,684.79,0.37,0,8.23,4205.32,0,2.79,96.4,1.55,14.67,85.69,30.09,3.16,1.73,0.99,4.09,0.68,0.25,24.27,6.56,4.71,0.56,0.25,1.67
,HY20,UofN,157665,1,3906704,458344,94,10,LMB Flux,Nexus_COA_Set_4.xlsx,3.1,0.57,1.21,0.29,0,0,0,0,0,94334.55,26.16,,368.83,3.22,0,,,43.38,9.79,44.38,3.5,19.8,,,12.22,2.36,1.29,,0,,22.94,,25656.14,742.53,15.94,,0,26.44,810.42,,57.46,0,,0.64,5.72,10.86,,2780.01,0.36,1.64,5.07,3601.86,0,4.29,82.97,2.36,11.86,71.61,28.3,2.43,1.36,0.79,3.22,0.5,0.21,18.87,4.93,3.57,0.43,0.21,1.29
,HY20,UofN,157665,1,3906704,458344,94,10,LMB Flux,Nexus_COA_Set_4.xlsx,3.1,0.71,0,0.36,0.07,0,0,0,0,89689.29,26.66,,351.9,4.72,0,,,43.38,10.01,43.17,3.79,19.01,,,11.29,1.93,1.36,,0,,23.15,,23998.14,699.43,14.72,,0,26.44,997.66,,54.46,0,,0.5,5.57,18.94,,2658.52,0.36,1.29,5.72,3433.21,0,4.36,80.47,2.22,11.51,65.89,28.37,2.43,1.43,0.79,3.07,0.5,0.21,18.37,4.93,3.64,0.5,0.21,1.29
,HY20,UofN,157665,1,3906704,458344,94,10,LMB Flux,Nexus_COA_Set_4.xlsx,3.1,0.71,0,0.36,0.36,0,0,0.07,0,87330.93,24.01,,317.59,5.29,0,,,42.95,9.29,42.38,3.64,30.73,,,11.08,2,1.21,,0,,22.73,,23669.4,701.86,16.15,,0,28.16,1153.45,,50.31,0,,0.71,5.57,16.01,,2610.64,0.36,1.57,6.07,3493.24,0,4.43,78.76,2.64,11.43,101.2,30.59,2.29,1.43,0.79,3.14,0.43,0.21,18.58,5,3.43,0.43,0.21,1.21
,HY20,UofN,157666,1,3906704,458344,94,15,LMB Flux,Nexus_COA_Set_4.xlsx,2.78,0.64,0.29,0.29,0,0,0,0,0,79569.75,24.56,,258.02,3.73,0,,,37.28,9.1,41.18,3.44,18.38,,,10.38,2.16,1.23,,0,,19.37,,26204.35,541.94,16.63,,0,24.68,926.95,,46.38,0,,0.53,4.67,8.63,,2202.17,0.29,2.74,4.49,3255.71,0,3.91,81.09,3.15,9.51,76.07,23.86,2.04,1.17,0.64,2.51,0.41,0.12,15.28,4.03,3.03,0.35,0.18,1.05
,HY20,UofN,157666,1,3906704,458344,94,15,LMB Flux,Nexus_COA_Set_4.xlsx,2.78,0.82,0,0.53,0,0,0,0,0,82194.86,23.63,,257.32,2.04,0,,,38.91,8.93,42.41,3.68,18.55,,,10.15,2.1,1.23,,0,,20.83,,26630.2,558.91,16.8,,0,23.1,947.37,,45.44,0,,0.82,5.19,12.48,,2227.25,0.35,0.64,5.31,3357.21,0,4.08,81.38,3.33,10.21,74.79,25.08,2.1,1.23,0.64,2.63,0.41,0.18,16.57,4.32,3.03,0.35,0.18,1.11
,HY20,UofN,157666,1,3906704,458344,94,15,LMB Flux,Nexus_COA_Set_4.xlsx,2.78,0.76,0.06,0.29,0.12,0,0,0,0,80678.13,26.08,,301.89,2.51,0,,,40.72,8.75,41.53,3.56,16.68,,,10.38,2.04,1.05,,0,,21.23,,26303.52,543.98,16.28,,0,23.39,837.12,,49.64,0,,0.47,5.54,8.28,,2158.42,0.29,2.22,5.78,3254.54,0,4.2,80.33,3.38,10.27,80.74,23.98,2.22,1.34,0.7,2.8,0.41,0.18,16.98,4.55,3.15,0.41,0.18,1.11
,HY20,UofN,157667,1,3906704,458344,94,20,LMB Flux,Nexus_COA_Set_4.xlsx,4,0.51,0,0.15,0,0,0,0,0,72528.36,42.44,,252.45,5.95,0,,,33.88,8.12,40.04,2.9,14.73,,,8.63,1.52,1.16,,0,,18.21,,22053.03,513.89,24.3,,0,20.09,702.94,,41.28,0,,0.22,3.99,14.29,,2480.97,0.22,1.16,3.63,2822.64,0,4.21,69.71,2.47,9.14,67.39,20.53,1.89,1.02,0.58,2.39,0.36,0.15,14.44,3.77,2.76,0.36,0.15,0.94
,HY20,UofN,157667,1,3906704,458344,94,20,LMB Flux,Nexus_COA_Set_4.xlsx,4,0.58,0.65,0.22,0,0,0,0,0,73123.22,42.95,,255.42,3.84,0,,,35.11,7.91,40.26,2.68,13.49,,,9.58,1.81,0.94,,0,,18.57,,22270.66,513.24,23,,0,22.92,824.09,,41.49,0.07,,0.22,5.22,2.9,,2420.76,0.22,6.17,4.06,2766.06,0,4.35,69.42,2.25,9.29,64.2,19.37,1.89,1.09,0.58,2.47,0.36,0.15,14.87,3.99,2.68,0.36,0.15,1.02
,HY20,UofN,157667,1,3906704,458344,94,20,LMB Flux,Nexus_COA_Set_4.xlsx,4,0.58,0,0.15,0,0,0,0,0,68843.19,43.6,,267.9,1.96,0,,,34.89,7.91,38.74,2.97,13.78,,,9.21,1.38,0.94,,0,,18.43,,20863.33,485.02,22.71,,0,27.64,808.13,,42.15,0,,0.29,4.5,23,,2344.59,0.22,1.89,4.21,2680.46,0,4.28,65.87,1.96,9.36,56.51,20.53,1.96,1.09,0.58,2.39,0.36,0.15,14.44,3.84,2.9,0.36,0.15,1.02
,HY20,UofN,157699,1,3906318,456740,95,10,LMB Flux,Nexus_COA_Set_4.xlsx,2.68,0.29,0.12,0.08,0.79,0,0.33,0,0.08,80478.72,32.54,,368.49,4.22,0.21,,,153.75,10.23,50.55,4.8,14.57,,,12.13,2.4,1.45,,0.08,,70.29,,22036.43,695.91,17.55,,0.04,24.47,683.49,,63.67,0,,1.9,23.68,8.78,,1866.25,0.5,0,60.57,3133.45,0.12,51.83,88.88,5.55,37.55,70,18.67,15.52,8.74,3.68,14.61,2.9,1.41,83.91,19.83,17.06,2.4,1.28,8.78
,HY20,UofN,157699,1,3906318,456740,95,10,LMB Flux,Nexus_COA_Set_4.xlsx,2.68,0.29,1.24,0.12,0.83,0,0.37,0,0.08,77125.44,33.12,,363.73,3.19,0.17,,,154.95,10.02,51.38,4.72,14.74,,,12.96,2.57,1.45,,0.04,,70.58,,21059.43,691.36,18.38,,0.04,24.59,683.49,,63.51,0,,2.07,24.67,5.38,,1866.66,0.5,0,71.33,3050.24,0.04,51.71,89.3,5.75,38.34,66.73,20.12,14.9,8.11,3.81,14.74,2.98,1.53,84.37,19.91,17.18,2.36,1.28,8.36
,HY20,UofN,157699,1,3906318,456740,95,10,LMB Flux,Nexus_COA_Set_4.xlsx,2.68,0.29,1.74,0.33,1.16,0,0.29,0,0.08,76794.25,33.82,,341.99,4.43,0.12,,,154,10.27,51.91,4.8,16.31,,,12.3,2.48,1.49,,0.08,,70.38,,21071.85,692.6,18.46,,0.04,25.21,790.3,,61.27,0,,1.95,25.71,9.19,,1893.15,0.5,0,74.72,3182.72,0,52.12,88.72,5.59,36.8,70.63,21.32,14.32,8.65,3.64,14.61,2.98,1.37,83.79,19.83,16.56,2.48,1.28,8.82
,HY20,UofN,157700,1,3906318,456740,95,15,LMB Flux,Nexus_COA_Set_4.xlsx,1.76,0.47,0.56,0.28,2.63,0,0.28,0,0.05,75177.57,38.74,,333.96,4.18,0.09,,,146.27,10.05,51.98,4.74,14.93,,,11.79,1.74,1.41,,0.05,,69.12,,21942.84,739.1,15.64,,0,25.83,719.85,,61.14,0,,1.83,17.7,5.12,,1708.28,0.47,0,64.75,3140.46,0,55.64,103.59,6.15,37.05,68.6,19.96,14.51,8.59,3.71,13.99,3.05,1.5,81.09,19.21,15.03,2.39,1.22,8.64
,HY20,UofN,157700,1,3906318,456740,95,15,LMB Flux,Nexus_COA_Set_4.xlsx,1.76,0.28,1.08,0.61,0.89,0,0.38,0,0.05,73017.57,42.07,,347.34,2.07,0.09,,,151.67,9.91,52.22,4.88,15.5,,,12.4,2.86,1.36,,0.05,,70.58,,21153.96,732.05,16.15,,0,25.17,718.44,,65.13,0,,1.74,20.94,6.81,,1691.85,0.47,0,73.91,3141.87,0,58.79,103.12,6.15,38.27,72.03,20.9,15.03,8.87,3.9,15.64,3.01,1.5,83.11,20.33,16.25,2.39,1.27,9.11
,HY20,UofN,157700,1,3906318,456740,95,15,LMB Flux,Nexus_COA_Set_4.xlsx,1.76,0.38,0.33,0.09,0.09,0,0.33,0,0.05,74285.4,39.58,,350.77,2.49,0.09,,,150.31,9.95,53.2,4.93,14.89,,,12.63,2.02,1.36,,0.05,,69.73,,21731.53,746.61,16.29,,0,26.39,799.2,,63.91,0,,1.83,21.83,5.82,,1739.27,0.47,0,75.18,3193.05,0,58.7,107.34,6.15,36.44,72.08,21.51,14.79,8.12,3.66,15.4,2.96,1.5,82.41,20.05,14.74,2.39,1.36,8.73
,HY20,UofN,157923,1,3906316,457146,96,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.41,0.25,0.06,0,0.06,0,0.06,0,0,68009.45,40.38,,488.57,5.09,0,,,28.55,9.5,50.92,3.37,8.46,,,15.75,2.33,0.18,,0,,13.3,,17823.38,615.15,9.93,,0,25.06,681.93,,79.34,0,,1.04,3.06,7.05,,1776.82,0.18,0,10.23,2974.65,0,8.09,82.29,2.57,6.62,73.58,13.97,2.7,1.65,0.61,2.51,0.55,0.25,15.19,3.68,3.06,0.43,0.25,1.59
,HY20,UofN,157923,1,3906316,457146,96,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.41,0.18,0.12,0,0,0,0.06,0,0,65619.93,38.29,,508.66,1.9,0,,,31.68,8.95,50.98,3.43,9.01,,,14.52,2.7,0.31,,0,,14.58,,17180.04,609.63,10.42,,0,25,722.98,,79.16,0,,1.35,4.53,8.76,,1748.64,0.18,0,12.01,2954.43,0,8.58,83.69,2.63,7.72,73.95,17.09,2.88,1.53,0.74,2.88,0.55,0.25,16.67,3.98,3.12,0.49,0.25,1.65
,HY20,UofN,157923,1,3906316,457146,96,20,LMB Flux,Nexus_COA_Set_4.xlsx,5.41,0.25,0.12,0,0.31,0,0.06,0,0,65374.85,40.56,,527.84,2.27,0,,,31.68,9.62,50.06,3.43,10.11,,,13.91,2.39,0.31,,0,,14.77,,17002.36,612.51,10.48,,0,25.06,623.73,,81.8,0,,1.29,3.61,6.62,,1765.79,0.18,0,12.74,3027.34,0,8.58,83.08,2.39,7.9,72.36,16.67,2.88,1.59,0.74,2.88,0.61,0.25,16.79,3.98,3.43,0.49,0.25,1.65
,HY20,UofN,157921,1,3906316,457146,96,10,LMB Flux,Nexus_COA_Set_4.xlsx,2.53,0.2,0.13,0,0.07,0,0.07,0,0,63870.4,54.35,,524.46,5.66,0,,,31.76,9.17,51.46,3.3,8.77,,,12.88,2.09,0.27,,0,,14.3,,19280.49,551.91,13.82,,0,23.47,743.17,,82.68,0,,1.08,4.65,3.44,,1522.07,0.2,0,10.12,2932.2,0,8.83,79.17,2.7,8.9,70.2,13.62,2.9,1.69,0.74,2.9,0.61,0.27,16.59,3.91,3.17,0.47,0.27,1.69
,HY20,UofN,157921,1,3906316,457146,96,10,LMB Flux,Nexus_COA_Set_4.xlsx,2.53,0.27,0.4,0,0.07,0,0,0,0.07,61860.75,52.06,,539.5,2.7,0,,,32.3,9.37,51.93,3.3,8.63,,,14.7,2.5,0.2,,0,,14.9,,18606.11,540.04,13.02,,0,23.47,702.03,,83.22,0,,0.81,5.73,8.29,,1504.54,0.13,0,11.13,2845.88,0,9.1,77.01,2.43,9.31,68.25,14.5,2.9,1.69,0.74,2.97,0.61,0.27,16.52,4.05,3.24,0.47,0.27,1.69
,HY20,UofN,157921,1,3906316,457146,96,10,LMB Flux,Nexus_COA_Set_4.xlsx,2.53,0.2,0.2,0,0.27,0,0.07,0,0,63607.4,52.6,,573.63,2.29,0,,,32.37,9.51,53.55,3.3,11.94,,,15.11,2.83,0.27,,0,,14.9,,19111.89,573.36,13.82,,0,24.88,790.37,,89.02,0,,1.15,6.61,13.49,,1572.65,0.13,0,11.6,3032.68,0,8.9,83.08,2.43,9.1,68.58,15.85,2.76,1.69,0.74,2.9,0.61,0.27,16.66,4.05,3.3,0.47,0.27,1.75
,HY20,UofN,157922,1,3906316,457146,96,15,LMB Flux,Nexus_COA_Set_4.xlsx,3.96,0.27,0,0.21,0.07,0,0,0,0,24477.75,33.04,,394.36,7.35,0,,,34.27,7.28,29.19,6.52,15.18,,,11.74,2.2,3.85,,0,,17.86,,7156.51,384.13,12.16,,0,32.35,137.57,,58.1,0,,6.39,4.6,34.13,,2868.1,0.69,5.49,4.53,1708.77,0,4.53,54.46,8.52,9.62,228.09,43.27,1.85,1.03,0.55,2.27,0.34,0.14,14.63,3.85,2.47,0.34,0.14,0.96
,HY20,UofN,157922,1,3906316,457146,96,15,LMB Flux,Nexus_COA_Set_4.xlsx,3.96,0.48,0,0.41,0,0,0,0,0,23736,30.15,,382.28,0,0,,,36.13,7.07,29.4,7.49,11.54,,,11.61,2.34,4.26,,0.07,,18.75,,6659.95,371.22,11.61,,0,34.07,418.2,,56.04,0,,5.91,5.43,4.53,,2763.71,0.82,1.65,5.08,1530.2,0,4.81,49.86,8.79,10.16,198.35,41.35,1.99,1.1,0.55,2.34,0.41,0.14,14.49,4.12,2.61,0.34,0.14,1.03
,HY20,UofN,157922,1,3906316,457146,96,15,LMB Flux,Nexus_COA_Set_4.xlsx,3.96,0.34,0.07,0.41,0.07,0,0,0,0,26730.47,31.32,,370.88,0,0,,,36.26,7.55,35.58,6.8,13.74,,,11.33,2.27,3.71,,0,,18.75,,7410.63,408.31,15.04,,0,38.32,465.72,,55.29,0,,5.84,5.22,38.94,,2995.16,0.62,1.37,5.29,1964.26,0,4.81,55.01,10.78,10.1,217.79,45.4,1.99,1.03,0.62,2.34,0.41,0.14,14.97,3.98,2.68,0.34,0.14,1.03
,HY20,UofN,157902,1,3906306,457538,97,5,LMB Flux,Nexus_COA_Set_4.xlsx,3.84,0.65,0.45,0,0.1,0,0.05,0.05,0.2,51178.77,18.97,,395.15,0.8,0.1,,,55.27,10.64,40.49,6.94,21.67,,,18.52,3.89,0.95,,0.05,,26.01,,10959.75,626.63,6.49,,0,25.76,613.65,,74.55,0,,2.05,18.62,6.84,,298.93,0.35,0,13.13,2692.75,0,3.69,80.59,3.15,17.43,84.08,22.57,3.99,2.3,1,4.44,0.8,0.3,25.26,6.54,4.79,0.7,0.3,2.2
